,date,address,species,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,nummosquitos,wnvpresent,year,month,day,dayofweek,week,coordinates,station,tmax,tmin,tavg,depart,dewpoint,wetbulb,sunrise,sunset,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,heatcool,normal
2062,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2063,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2064,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2065,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2066,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2067,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2068,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2069,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2070,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,32,1,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2071,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2072,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2073,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2074,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2075,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2076,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2077,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2078,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2079,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2080,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2081,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2082,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2083,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2084,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2085,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2086,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2087,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2088,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2089,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2090,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2091,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2092,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2093,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2094,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2095,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2096,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2097,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2098,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2099,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2100,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2101,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,16,4,33,"(41.673408, -87.599862)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2102,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2103,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2104,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2105,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,1,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2106,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2107,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2108,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,1,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2109,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2110,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2111,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2112,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2113,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2114,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2115,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2116,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2117,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2118,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2119,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2120,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2121,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0,2007,8,16,4,33,"(41.726465, -87.585413)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2122,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,48,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2123,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2124,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,39,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2125,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,1,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2126,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2127,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2128,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2129,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2130,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2131,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,1,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2132,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,45,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2133,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2134,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2135,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2136,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2137,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2138,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2139,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,37,0,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
2140,2007-08-16,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,1,2007,8,16,4,33,"(41.704572, -87.565666)",2,77,67,72,-2,65,68,0500,1852,['BR'],0.00,29.33,29.95,3.5,1,5.7,-7,74
